aX,aY,aZ,gX,gY,gZ
-0.970,0.769,-0.114,-97.107,-163.086,-61.707
-0.890,0.857,-0.211,-86.365,-160.034,-63.232
-0.846,0.893,-0.313,-79.468,-150.330,-55.786
-0.810,0.868,-0.383,-72.144,-137.268,-47.363
-0.824,0.826,-0.428,-63.293,-121.094,-43.701
-0.845,0.786,-0.438,-51.270,-104.736,-43.152
-0.855,0.747,-0.421,-35.706,-92.590,-41.138
-0.860,0.737,-0.386,-17.090,-84.778,-35.950
-0.853,0.734,-0.361,2.014,-80.383,-28.870
-0.833,0.771,-0.346,17.151,-77.759,-22.827
-0.781,0.841,-0.349,20.813,-75.928,-18.799
-0.726,0.874,-0.377,10.437,-71.838,-16.663
-0.682,0.875,-0.402,-5.066,-63.477,-17.883
-0.675,0.861,-0.403,-17.700,-49.866,-21.667
-0.683,0.867,-0.362,-23.010,-35.767,-24.658
-0.702,0.873,-0.282,-16.541,-26.550,-23.254
-0.727,0.854,-0.205,-0.427,-24.719,-14.832
-0.722,0.843,-0.161,21.179,-29.480,-4.211
-0.683,0.840,-0.160,41.260,-35.278,2.014
-0.646,0.860,-0.177,51.392,-39.429,3.174
-0.591,0.882,-0.184,49.561,-40.100,1.953
-0.535,0.902,-0.202,35.217,-37.231,-0.732
-0.507,0.906,-0.224,15.076,-30.457,-4.456
-0.489,0.907,-0.232,-1.526,-20.325,-9.216
-0.484,0.930,-0.204,-10.437,-9.277,-12.573
-0.515,0.951,-0.155,-10.803,-1.465,-11.292
-0.542,0.939,-0.104,-2.686,0.732,-4.150
-0.559,0.908,-0.075,10.315,-1.648,4.639
-0.562,0.884,-0.064,23.926,-5.798,10.559
-0.541,0.899,-0.052,33.752,-10.925,12.817
-0.518,0.905,-0.040,36.621,-15.198,14.587
-0.493,0.881,-0.041,31.555,-17.029,16.296
-0.447,0.883,-0.063,20.813,-15.686,13.855
-0.425,0.876,-0.074,7.080,-8.789,8.362
-0.437,0.878,-0.058,-3.662,-0.244,3.540
-0.445,0.884,-0.024,-6.409,6.714,0.366
-0.469,0.886,0.005,-2.686,8.972,0.671
-0.477,0.855,0.023,6.958,6.287,5.615
-0.477,0.819,0.017,18.555,0.916,10.925
-0.467,0.816,0.009,28.259,-4.333,12.756
-0.441,0.844,0.001,33.142,-7.874,13.000
-0.420,0.876,-0.011,30.396,-9.277,12.939

-1.585,0.963,-0.348,167.053,79.773,69.946
-1.789,0.978,-0.481,189.575,89.905,84.900
-2.048,0.978,-0.647,219.543,100.342,102.722
-2.312,1.045,-0.760,272.888,107.971,126.892
-2.504,1.199,-0.815,349.548,113.159,161.072
-2.649,1.339,-0.787,429.871,117.126,201.477
-2.705,1.418,-0.775,503.357,121.704,243.042
-2.636,1.442,-0.594,571.533,128.906,279.541
-2.472,1.347,-0.320,629.639,134.277,306.946
-2.315,1.174,0.080,679.138,136.902,321.716
-2.205,0.903,0.397,729.492,131.531,325.928
-2.124,0.655,0.526,769.531,122.253,312.622
-2.201,0.493,0.591,781.555,110.352,286.072
-2.408,0.527,0.389,762.207,95.215,257.202
-2.545,0.569,0.135,719.421,74.219,228.271
-2.626,0.623,-0.099,657.104,43.274,192.749
-2.612,0.706,-0.309,583.740,14.954,152.588
-2.422,0.815,-0.458,518.738,-3.235,120.300
-2.134,0.874,-0.579,488.525,-10.803,114.258
-1.661,0.599,-0.688,497.681,-12.268,140.442
-0.951,0.167,-0.875,518.677,-9.216,173.279
-0.001,-0.330,-1.171,512.878,-4.089,180.176
1.016,-0.740,-1.546,481.689,2.930,168.335
1.958,-1.129,-1.839,443.542,25.879,168.762
2.707,-1.423,-1.763,402.893,73.181,183.044
3.270,-1.638,-1.552,349.854,128.723,186.584
3.852,-1.768,-1.248,284.912,165.955,175.659
4.000,-1.908,-0.962,226.562,174.561,176.819
4.000,-2.210,-0.643,173.950,175.720,204.163
4.000,-2.247,-0.279,108.948,210.388,206.665
4.000,-2.196,0.354,33.447,293.396,156.555
4.000,-1.678,1.233,-26.794,380.066,65.125
3.405,-0.788,2.116,-38.147,412.781,-32.349
