aX,aY,aZ,gX,gY,gZ
-0.900,0.288,0.326,10.376,-24.109,-11.841
-0.882,0.285,0.331,10.071,-20.386,-13.489
-0.878,0.305,0.342,11.475,-17.334,-11.902
-0.872,0.335,0.391,14.893,-15.747,-7.874
-0.879,0.335,0.429,18.982,-15.381,-3.052
-0.880,0.327,0.433,22.156,-18.738,1.953
-0.879,0.323,0.423,25.391,-22.034,4.761
-0.863,0.314,0.390,27.344,-23.437,4.578
-0.842,0.304,0.336,27.893,-23.499,2.625
-0.820,0.298,0.286,26.672,-20.813,0.183
-0.801,0.300,0.251,24.170,-15.686,-2.625
-0.790,0.310,0.246,20.691,-9.094,-4.883
-0.790,0.312,0.294,16.785,-2.686,-6.165
-0.800,0.314,0.352,13.733,1.648,-7.446
-0.811,0.336,0.421,12.878,1.892,-8.545
-0.821,0.367,0.477,14.160,-1.648,-8.301
-0.825,0.388,0.492,15.686,-8.240,-5.676
-0.817,0.393,0.461,17.456,-16.113,-2.563
-0.800,0.394,0.396,19.226,-20.691,0.061
-0.794,0.376,0.325,18.799,-18.921,1.343
-0.800,0.353,0.274,16.357,-11.353,1.038
-0.803,0.328,0.275,13.672,-2.563,-0.305
-0.810,0.314,0.332,12.024,5.371,-2.014
-0.833,0.311,0.417,10.620,10.437,-3.174
-0.851,0.301,0.481,9.827,9.216,-3.479
-0.870,0.314,0.522,11.230,4.089,-3.967
-0.889,0.334,0.542,14.465,-2.136,-4.761
-0.883,0.356,0.528,16.663,-8.667,-5.554
-0.871,0.381,0.489,15.869,-14.099,-6.409
-0.852,0.391,0.448,11.108,-15.625,-6.775
-0.842,0.383,0.407,4.028,-12.878,-7.019

-2.079,0.294,0.213,-23.193,56.213,53.406
-2.316,0.251,0.092,-33.203,55.054,45.044
-2.587,0.243,-0.075,-42.114,56.580,33.813
-2.854,0.267,-0.315,-47.058,62.195,23.682
-3.080,0.279,-0.556,-41.809,77.576,18.066
-3.122,0.320,-0.670,-15.198,105.835,18.860
-2.941,0.330,-0.615,35.828,144.226,27.527
-2.720,0.336,-0.465,103.638,184.875,44.250
-2.511,0.303,-0.293,174.438,219.604,66.528
-2.408,0.266,-0.180,234.497,237.671,92.651
-2.761,0.286,-0.198,279.480,236.511,118.408
