aX,aY,aZ,gX,gY,gZ
-1.939,2.123,0.818,33.386,-17.334,546.631
-1.456,2.064,0.657,58.411,-46.936,577.576
-0.991,2.208,0.646,91.858,-70.007,604.248
-0.664,2.325,0.712,122.375,-79.956,629.700
-0.302,2.323,0.815,141.113,-89.722,654.236
-0.011,2.235,0.947,153.198,-94.604,671.448
0.165,1.991,1.038,161.316,-97.534,680.359
0.425,1.557,1.005,168.030,-110.352,683.411
0.834,1.043,0.866,170.471,-126.404,674.805
1.184,0.625,0.686,165.100,-124.756,649.719
1.547,0.418,0.664,163.391,-98.572,612.183
1.769,0.372,0.710,176.025,-51.147,574.890
1.805,0.190,0.826,195.679,4.883,549.194
1.865,-0.131,1.134,214.111,53.284,526.733
1.913,-0.362,1.510,227.234,82.703,485.168
1.835,-0.434,1.767,228.333,90.820,414.612
1.722,-0.321,1.920,212.585,85.083,318.542
1.640,-0.015,1.995,178.101,69.214,205.872
1.624,0.429,2.088,134.521,41.931,96.985
1.728,0.821,2.046,96.497,8.972,10.620
1.859,1.077,1.800,68.176,-21.423,-44.922
1.949,1.162,1.468,43.762,-42.603,-77.698
1.937,1.157,1.123,21.423,-52.307,-98.511
1.874,1.115,0.829,-0.427,-55.969,-114.075
1.780,1.085,0.545,-25.208,-59.448,-126.160
1.665,0.902,0.310,-50.842,-64.636,-134.644
1.538,0.715,0.141,-71.838,-65.735,-146.851
1.391,0.559,0.059,-84.839,-61.462,-161.560
1.277,0.431,-0.000,-87.830,-53.955,-172.180
1.151,0.321,-0.019,-86.182,-42.603,-176.147
1.002,0.180,-0.024,-84.167,-26.428,-175.476
