aX,aY,aZ,gX,gY,gZ
-0.863,0.197,0.186,90.820,20.020,-55.054
-0.862,0.283,0.198,72.815,21.057,-53.833
-0.847,0.373,0.233,60.181,21.545,-53.467
-0.835,0.457,0.260,54.626,20.813,-53.650
-0.794,0.527,0.272,55.664,19.165,-54.199
-0.775,0.572,0.295,61.340,15.991,-55.603
-0.749,0.589,0.305,70.129,13.123,-56.030
-0.721,0.580,0.304,79.407,10.498,-53.650
-0.705,0.535,0.295,86.975,7.629,-50.537
-0.756,0.411,0.323,89.783,4.517,-48.523
-0.780,0.340,0.340,86.365,3.540,-47.546
-0.776,0.322,0.379,77.698,5.798,-48.279
-0.733,0.344,0.414,67.200,8.789,-50.049
-0.658,0.373,0.432,57.251,10.498,-50.720
-0.615,0.409,0.464,49.255,8.179,-50.537
-0.580,0.447,0.487,44.250,3.235,-49.805
-0.543,0.482,0.477,41.748,-3.479,-48.828
-0.570,0.475,0.479,40.588,-12.146,-49.255
-0.646,0.445,0.479,39.001,-20.508,-50.232

-0.357,1.072,-1.213,-186.584,-99.243,-76.477
-0.383,0.982,-1.288,-160.339,-90.881,-62.439
-0.479,0.888,-1.372,-139.648,-87.891,-50.598
-0.612,0.780,-1.484,-125.244,-87.769,-39.734
-0.817,0.616,-1.585,-119.080,-86.731,-31.128
-0.986,0.484,-1.672,-122.437,-78.186,-24.780
-1.063,0.476,-1.816,-133.850,-61.890,-18.738
-1.160,0.528,-1.939,-151.245,-42.603,-12.146
-1.268,0.652,-2.020,-169.678,-21.179,-4.456
-1.293,0.839,-2.103,-183.899,1.648,3.174
-1.304,0.925,-2.188,-191.467,23.437,10.925
-1.373,0.870,-2.291,-195.984,42.603,19.653
-1.444,0.819,-2.395,-202.026,60.669,27.161
-1.543,0.783,-2.512,-211.731,79.468,30.640
-1.680,0.811,-2.626,-223.816,100.403,31.433
-1.771,0.925,-2.731,-235.046,127.197,30.640
-1.804,1.122,-2.812,-240.417,159.302,28.381
