aX,aY,aZ,gX,gY,gZ
-0.431,0.853,-0.077,-2.319,6.531,1.831
-0.425,0.854,-0.075,-2.014,5.920,1.892
-0.428,0.851,-0.073,-2.014,4.944,1.770
-0.433,0.843,-0.073,-2.441,3.906,1.648
-0.438,0.839,-0.076,-3.235,3.235,1.526
-0.445,0.842,-0.081,-4.639,3.113,1.526
-0.453,0.854,-0.084,-5.615,3.479,1.587
-0.450,0.872,-0.086,-6.042,4.333,1.404
-0.448,0.887,-0.084,-5.737,5.249,1.343
-0.445,0.895,-0.083,-4.395,5.615,1.526
-0.443,0.889,-0.081,-2.625,5.371,1.709
-0.443,0.877,-0.079,-0.793,4.883,1.831
-0.445,0.858,-0.078,0.427,4.333,1.892
-0.447,0.846,-0.080,0.549,3.784,1.953
-0.454,0.838,-0.074,-0.305,3.662,2.075
-0.461,0.841,-0.070,-1.648,3.784,2.075
-0.461,0.861,-0.068,-2.991,4.211,1.770
-0.457,0.884,-0.062,-3.479,4.761,1.404
-0.456,0.895,-0.061,-2.869,5.066,1.282
-0.451,0.892,-0.061,-1.465,4.883,1.465
-0.446,0.883,-0.061,-0.061,4.700,1.587
-0.441,0.865,-0.066,1.099,4.456,1.953
-0.435,0.847,-0.064,1.709,4.150,2.258
-0.427,0.836,-0.064,1.160,3.357,2.319
-0.429,0.822,-0.066,0.061,2.258,2.563
-0.442,0.815,-0.065,-1.648,1.221,2.686
-0.448,0.824,-0.066,-3.296,0.732,2.258
-0.448,0.843,-0.068,-4.700,0.793,1.587
-0.449,0.871,-0.068,-5.371,1.221,1.221
-0.449,0.890,-0.070,-5.005,1.648,1.343
-0.444,0.895,-0.076,-3.357,2.258,1.343
-0.442,0.889,-0.078,-1.343,2.747,1.648
-0.437,0.876,-0.081,0.549,2.869,1.587
-0.433,0.861,-0.079,1.953,2.991,1.465
-0.431,0.848,-0.077,2.502,3.113,2.014
-0.437,0.838,-0.077,2.258,2.686,2.502
-0.446,0.821,-0.074,1.648,2.258,2.441
-0.445,0.816,-0.073,1.038,2.197,1.465
-0.434,0.818,-0.069,0.244,2.014,0.061
-0.430,0.826,-0.068,-0.610,1.526,-0.610
-0.436,0.837,-0.071,-1.587,0.610,-0.244
-0.447,0.848,-0.074,-2.380,0.122,0.305
-0.451,0.848,-0.077,-2.502,-0.061,0.061
-0.452,0.850,-0.078,-2.258,0.122,-0.549
-0.450,0.853,-0.074,-1.709,0.244,-1.038
-0.446,0.861,-0.075,-1.526,0.427,-1.038
-0.448,0.863,-0.070,-1.221,0.549,-0.549
-0.448,0.861,-0.072,-0.977,0.366,0.244

-1.354,1.088,-0.211,50.415,79.224,10.437
-1.428,1.132,-0.212,54.871,91.614,14.282
-1.464,1.192,-0.216,59.448,105.042,18.555
-1.492,1.260,-0.216,64.636,117.920,24.170
-1.531,1.333,-0.227,69.824,129.700,30.823
-1.587,1.389,-0.242,75.562,140.869,38.269
-1.642,1.446,-0.256,80.994,151.550,46.692
-1.691,1.503,-0.266,86.060,162.720,56.091
-1.731,1.549,-0.274,90.454,174.927,66.467
-1.725,1.605,-0.270,95.093,188.599,77.637
-1.671,1.665,-0.274,100.464,202.576,89.050
-1.620,1.716,-0.268,106.934,215.576,100.220
-1.592,1.740,-0.268,114.319,228.394,110.901
-1.545,1.760,-0.291,122.559,241.150,120.911
-1.460,1.778,-0.317,131.714,252.747,131.226
-1.356,1.788,-0.316,141.907,262.695,142.090
-1.279,1.771,-0.310,153.137,270.569,152.527
-1.211,1.729,-0.303,165.283,277.771,161.865
-1.121,1.660,-0.320,177.368,284.729,170.532
